"loro(f) pagano --> Trapassato Prossimo","loro(f) avevano pagato"
"noi lavoriamo --> Trapassato Prossimo","noi avevamo lavorato"
"loro(f) costruiscono --> Trapassato Prossimo","loro(f) avevano costruito"
"lei mangia --> Trapassato Prossimo","lei aveva mangiato"
"voi rispondete --> Trapassato Prossimo","voi avevate risposto"
"lei riceve --> Trapassato Prossimo","lei aveva ricevuto"
"io sto --> Trapassato Prossimo","io ero stato"
"loro(m) si chiamano --> Trapassato Prossimo","loro si erano chiamati"
"lui conosce --> Trapassato Prossimo","lui aveva conosciuto"
"lui pulisce --> Trapassato Prossimo","lui aveva pulito"
"lei smette --> Trapassato Prossimo","lei aveva smesso"
"loro(f) chiedono --> Trapassato Prossimo","loro(f) avevano chiesto"
"tu porti --> Trapassato Prossimo","tu avevi portato"
"lui si ferma --> Trapassato Prossimo","lui si era fermato"
"lui beve --> Trapassato Prossimo","lui aveva bevuto"
"tu scendi --> Trapassato Prossimo","tu avevi sceso / tu eri sceso"
"lui offre --> Trapassato Prossimo","lui aveva offerto"
"noi diventiamo --> Trapassato Prossimo","noi eravamo diventati"
"loro(m) si vestono --> Trapassato Prossimo","loro si erano vestiti"
"loro(m) aumentano --> Trapassato Prossimo","loro(m) avevano aumentato"
"noi diciamo --> Trapassato Prossimo","noi avevamo detto"
"tu ami --> Trapassato Prossimo","tu avevi amato"
"loro(f) modificano --> Trapassato Prossimo","loro(f) avevano modificato"
"tu muori --> Trapassato Prossimo","tu eri morto"
"noi determiniamo --> Trapassato Prossimo","noi avevamo determinato"
"loro(f) prevengono --> Trapassato Prossimo","loro(f) avevano prevenuto"
"noi esaminiamo --> Trapassato Prossimo","noi avevamo esaminato"
"loro(f) sentono --> Trapassato Prossimo","loro(f) avevano sentito"
"io accetto --> Trapassato Prossimo","io avevo accettato"
"voi eliminate --> Trapassato Prossimo","voi avevate eliminato"
"voi sostenete --> Trapassato Prossimo","voi avevate sostenuto"
"noi introduciamo --> Trapassato Prossimo","noi avevamo introdotto"
"loro(f) permettono --> Trapassato Prossimo","loro(f) avevano permesso"
"tu vieni --> Trapassato Prossimo","tu eri venuto"
"tu resti --> Trapassato Prossimo","tu eri restato"
"loro(f) indicano --> Trapassato Prossimo","loro(f) avevano indicato"
"noi verifichiamo --> Trapassato Prossimo","noi avevamo verificato"
"loro(m) dimenticano --> Trapassato Prossimo","loro(m) avevano dimenticato"
"lei si diverte --> Trapassato Prossimo","lei si era divertita"
"tu nasci --> Trapassato Prossimo","tu eri nato"
"tu sviluppi --> Trapassato Prossimo","tu avevi sviluppato"
"voi vi alzate --> Trapassato Prossimo","voi vi eravate alzati"
"tu ti perdi --> Trapassato Prossimo","tu ti eri perso"
"io produco --> Trapassato Prossimo","io avevo prodotto"
"tu copri --> Trapassato Prossimo","tu avevi coperto"
"io preparo --> Trapassato Prossimo","io avevo preparato"
"noi crediamo --> Trapassato Prossimo","noi avevamo creduto"
"loro(f) spiegano --> Trapassato Prossimo","loro(f) avevano spiegato"
"lei pone --> Trapassato Prossimo","lei aveva posto"
"lei crea --> Trapassato Prossimo","lei aveva creato"
"voi chiamate --> Trapassato Prossimo","voi avevate chiamato"
"voi eseguite --> Trapassato Prossimo","voi avevate eseguito"
"lei incontra --> Trapassato Prossimo","lei aveva incontrato"
"lui sa --> Trapassato Prossimo","lui aveva saputo"
"noi cuciniamo --> Trapassato Prossimo","noi avevamo cucinato"
"loro(f) spediscono --> Trapassato Prossimo","loro(f) avevano spedito"
"io mi sièdo/èggo --> Trapassato Prossimo","io mi ero seduto"
"io comprendo --> Trapassato Prossimo","io avevo compreso"
"lui piace --> Trapassato Prossimo","lui era piaciuto"
"voi potete --> Trapassato Prossimo","voi avevate potuto / voi eravate potuti"
"lui garantisce --> Trapassato Prossimo","lui aveva garantito"
"io ricordo --> Trapassato Prossimo","io avevo ricordato"
"tu noti --> Trapassato Prossimo","tu avevi notato"
"voi considerate --> Trapassato Prossimo","voi avevate considerato"
"loro(m) distruggono --> Trapassato Prossimo","loro(m) avevano distrutto"
"noi ci prepariamo --> Trapassato Prossimo","noi ci eravamo preparati"
"io rispetto --> Trapassato Prossimo","io avevo rispettato"
"voi vi accomodate --> Trapassato Prossimo","voi vi eravate accomodati"
"tu scarichi --> Trapassato Prossimo","tu avevi scaricato"
"noi ci svegliamo --> Trapassato Prossimo","noi ci eravamo svegliati"
"lui scrive --> Trapassato Prossimo","lui aveva scritto"
"noi cantiamo --> Trapassato Prossimo","noi avevamo cantato"
"noi contribuiamo --> Trapassato Prossimo","noi avevamo contribuito"
"lui si ricorda --> Trapassato Prossimo","lui si era ricordato"
"lei risolve --> Trapassato Prossimo","lei aveva risolto"
"lui recupera --> Trapassato Prossimo","lui aveva recuperato"
"io aspetto --> Trapassato Prossimo","io avevo aspettato"
"voi agite --> Trapassato Prossimo","voi avevate agito"
"lei si sente --> Trapassato Prossimo","lei si era sentita"
"lei salta --> Trapassato Prossimo","lei aveva saltato / lei/lui era saltata"
"lui prova --> Trapassato Prossimo","lui aveva provato"
"voi scegliete --> Trapassato Prossimo","voi avevate scelto"
"tu vendi --> Trapassato Prossimo","tu avevi venduto"
"lui riconosce --> Trapassato Prossimo","lui aveva riconosciuto"
"io prendo --> Trapassato Prossimo","io avevo preso"
"lei accede --> Trapassato Prossimo","lei aveva acceduto"
"lui raggiunge --> Trapassato Prossimo","lui aveva raggiunto"
"loro(m) definiscono --> Trapassato Prossimo","loro(m) avevano definito"
"voi studiate --> Trapassato Prossimo","voi avevate studiato"
"voi identificate --> Trapassato Prossimo","voi avevate identificato"
"loro(f) decidono --> Trapassato Prossimo","loro(f) avevano deciso"
"loro(m) vincono --> Trapassato Prossimo","loro(m) avevano vinto"
"tu mantieni --> Trapassato Prossimo","tu avevi mantenuto"
"tu ti metti --> Trapassato Prossimo","tu ti eri messo"
"lui difende --> Trapassato Prossimo","lui aveva difeso"
"tu impari --> Trapassato Prossimo","tu avevi imparato"
"lui realizza --> Trapassato Prossimo","lui aveva realizzato"
"loro(m) vogliono --> Trapassato Prossimo","loro(m) avevano voluto"
"lui esprime --> Trapassato Prossimo","lui aveva espresso"
"loro(m) sembrano --> Trapassato Prossimo","loro erano sembrati"
"io evito --> Trapassato Prossimo","io avevo evitato"
"lei arriva --> Trapassato Prossimo","lei era arrivata"
"lei scopre --> Trapassato Prossimo","lei aveva scoperto"
"tu balli --> Trapassato Prossimo","tu avevi ballato"
"noi funzioniamo --> Trapassato Prossimo","noi avevamo funzionato"
"tu limiti --> Trapassato Prossimo","tu avevi limitato"
"lui si preoccupa --> Trapassato Prossimo","lui si era preoccupato"
"loro(f) stabiliscono --> Trapassato Prossimo","loro(f) avevano stabilito"
"voi condividete --> Trapassato Prossimo","voi avevate condiviso"
"io aiuto --> Trapassato Prossimo","io avevo aiutato"
"lei fornisce --> Trapassato Prossimo","lei aveva fornito"
"io avvio --> Trapassato Prossimo","io avevo avviato"
"voi giocate --> Trapassato Prossimo","voi avevate giocato"
"tu perdi --> Trapassato Prossimo","tu avevi perso"
"loro(f) cambiano --> Trapassato Prossimo","loro(f) avevano cambiato / loro erano cambiate"
"noi ci laviamo --> Trapassato Prossimo","noi ci eravamo lavati"
"noi vediamo --> Trapassato Prossimo","noi avevamo visto/eduto"
"io vado --> Trapassato Prossimo","io ero andato"
"noi apriamo --> Trapassato Prossimo","noi avevamo aperto"
"noi ci innamoriamo --> Trapassato Prossimo","noi ci eravamo innamorati"
"io abito --> Trapassato Prossimo","io avevo abitato"
"loro(m) discutono --> Trapassato Prossimo","loro(m) avevano discusso"
"io controllo --> Trapassato Prossimo","io avevo controllato"
"loro(m) ridono --> Trapassato Prossimo","loro(m) avevano riso"
"loro(f) riescono --> Trapassato Prossimo","loro erano riuscite"
"loro(m) assicurano --> Trapassato Prossimo","loro(m) avevano assicurato"
"loro(m) si sbrigano --> Trapassato Prossimo","loro si erano sbrigati"
"io affronto --> Trapassato Prossimo","io avevo affrontato"
"loro(m) sono --> Trapassato Prossimo","loro erano stati"
"lei comunica --> Trapassato Prossimo","lei aveva comunicato"
"loro(f) leggono --> Trapassato Prossimo","loro(f) avevano letto"
"loro(m) salvano --> Trapassato Prossimo","loro(m) avevano salvato"
"lui inserisce --> Trapassato Prossimo","lui aveva inserito"
"lui supera --> Trapassato Prossimo","lui aveva superato"
"io ottengo --> Trapassato Prossimo","io avevo ottenuto"
"io partecipo --> Trapassato Prossimo","io avevo partecipato"
"tu entri --> Trapassato Prossimo","tu eri entrato"
"voi correte --> Trapassato Prossimo","voi avevate corso / voi eravate corsi"
"lei nasconde --> Trapassato Prossimo","lei aveva nascosto"
"lui richiede --> Trapassato Prossimo","lui aveva richiesto"
"lei finanzia --> Trapassato Prossimo","lei aveva finanziato"
"lei rimane --> Trapassato Prossimo","lei era rimasta"
"lui ascolta --> Trapassato Prossimo","lui aveva ascoltato"
"noi individuiamo --> Trapassato Prossimo","noi avevamo individuato"
"voi rimuovete --> Trapassato Prossimo","voi avevate rimosso"
"lui preferisce --> Trapassato Prossimo","lui aveva preferito"
"loro(m) consentono --> Trapassato Prossimo","loro(m) avevano consentito"
"loro(f) si spogliano --> Trapassato Prossimo","loro si erano spogliate"
"noi gestiamo --> Trapassato Prossimo","noi avevamo gestito"
"noi raccogliamo --> Trapassato Prossimo","noi avevamo raccolto"
"tu adotti --> Trapassato Prossimo","tu avevi adottato"
"noi ringraziamo --> Trapassato Prossimo","noi avevamo ringraziato"
"voi dovete --> Trapassato Prossimo","voi avevate dovuto"
"io promuovo --> Trapassato Prossimo","io avevo promosso"
"loro(m) tacciono --> Trapassato Prossimo","loro(m) avevano taciuto"
"loro(f) organizzano --> Trapassato Prossimo","loro(f) avevano organizzato"
"loro(f) cercano --> Trapassato Prossimo","loro(f) avevano cercato"
"lui spara --> Trapassato Prossimo","lui aveva sparato"
"noi visitiamo --> Trapassato Prossimo","noi avevamo visitato"
"noi ci facciamo --> Trapassato Prossimo","noi ci eravamo fatti"
"tu presenti --> Trapassato Prossimo","tu avevi presentato"
"lei serve --> Trapassato Prossimo","lei aveva servito"
"voi apparite --> Trapassato Prossimo","voi eravate apparsi"
"noi ci addormentiamo --> Trapassato Prossimo","noi ci eravamo addormentati"
"io applico --> Trapassato Prossimo","io avevo applicato"
"lei mette --> Trapassato Prossimo","lei aveva messo"
"tu sali --> Trapassato Prossimo","tu avevi salito / tu eri salito"
"lei valuta --> Trapassato Prossimo","lei aveva valutato"
"lui installa --> Trapassato Prossimo","lui aveva installato"
"io mi arrabbio --> Trapassato Prossimo","io mi ero arrabbiato"
"lui dorme --> Trapassato Prossimo","lui aveva dormito"
"loro(f) godono --> Trapassato Prossimo","loro(f) avevano goduto"
